Temperature_C,Vout_V
-60,-0.0145323132972609
-59.2964824120603,-0.00142689301426081
-58.5929648241206,0.0116616705909207
-57.8894472361809,0.0247334223624174
-57.1859296482412,0.0377884068965029
-56.4824120603015,0.0508266685426635
-55.7788944723618,0.0638482514046743
-55.0753768844221,0.0768531993416598
-54.3718592964824,0.0898415559691524
-53.6683417085427,0.102813364660154
-52.964824120603,0.115768668546176
-52.2613065326633,0.12870751051829
-51.5577889447236,0.14162993322817
-50.8542713567839,0.154535979089113
-50.1507537688442,0.167425690277083
-49.4472361809045,0.180299108731723
-48.7437185929648,0.193156276157381
-48.0402010050251,0.205997234024117
-47.3366834170854,0.218822023568718
-46.6331658291457,0.2316306857957
-45.929648241206,0.244423261478298
-45.2261306532663,0.257199791159475
-44.5226130653266,0.269960315152895
-43.8190954773869,0.28270487354392
-43.1155778894472,0.29543350619058
-42.4120603015075,0.30814625272455
-41.7085427135678,0.320843152552124
-41.0050251256281,0.333524244855173
-40.3015075376884,0.346189568592107
-39.5979899497487,0.358839162498833
-38.894472361809,0.371473065089705
-38.1909547738694,0.384091314658468
-37.4874371859297,0.396693949279201
-36.78391959799,0.409281006807254
-36.0804020100502,0.421852524880179
-35.3768844221105,0.43440854091866
-34.6733668341708,0.446949092127438
-33.9698492462312,0.459474215496221
-33.2663316582915,0.471983947800615
-32.5628140703518,0.484478325603014
-31.8592964824121,0.496957385253522
-31.1557788944724,0.509421162890846
-30.4522613065327,0.521869694443197
-29.748743718593,0.53430301562918
-29.0452261306533,0.546721161958684
-28.3417085427136,0.559124168733768
-27.6381909547739,0.571512071049533
-26.9346733668342,0.583884903795011
-26.2311557788945,0.596242701654026
-25.5276381909548,0.608585499106063
-24.8241206030151,0.620913330427137
-24.1206030150754,0.633226229690647
-23.4170854271357,0.645524230768229
-22.713567839196,0.657807367330619
-22.0100502512563,0.670075672848482
-21.3065326633166,0.682329180593272
-20.6030150753769,0.694567923638059
-19.8994974874372,0.706791934858375
-19.1959798994975,0.719001246933032
-18.4924623115578,0.731195892344962
-17.7889447236181,0.74337590338203
-17.0854271356784,0.755541312137863
-16.3819095477387,0.767692150512657
-15.678391959799,0.779828450213992
-14.9748743718593,0.791950242757646
-14.2713567839196,0.804057559468384
-13.5678391959799,0.816150431480776
-12.8643216080402,0.828228889739986
-12.1608040201005,0.840292965002556
-11.4572864321608,0.852342687837212
-10.7537688442211,0.864378088625638
-10.0502512562814,0.876399197563261
-9.34673366834171,0.88840604466003
-8.64321608040201,0.90039865974119
-7.93969849246231,0.912377072448048
-7.23618090452261,0.924341312238757
-6.53266331658291,0.936291408389054
-5.82914572864322,0.948227389993043
-5.12562814070352,0.960149285963942
-4.42211055276382,0.972057125034834
-3.71859296482412,0.983950935759423
